VID_ID,School_ID,Stopped_Sound_On_Return,Trained,Species,Trial,Days_Since_Train,Side,Date,Temp,Time,Frequency_Hz,First_Exit_s,First_Quiet_Side_s,Angle,Avoids_N,Returns_N,First_Return_s,Quiet_Chamber_%,Notes
229,11,TRUE,0 days,S,6,21,L,3/10/2022,16.6,1230,Acclimation,26,11,36,NA,NA,,,
230,11,TRUE,0 days,S,6,21,L,3/10/2022,16.6,1300,BB,13,17,162,NA,NA,,,
231,12,TRUE,0 days,S,6,21,R,3/10/2022,16.6,1300,Acclimation,6,13,40,NA,NA,,,
232,12,TRUE,0 days,S,6,21,R,3/10/2022,16.6,1315,BB,76,12,174,NA,NA,,,
233,13,TRUE,0 days,S,4,11,R,3/10/2022,16.4,1315,Acclimation,14,18,260,NA,NA,,,
234,13,TRUE,0 days,S,4,11,R,3/10/2022,16.4,1330,BB,6,42,92,NA,NA,,,
235,15,TRUE,0 days,S,4,11,R,3/10/2022,16.3,1400,Acclimation,16,8,135,NA,NA,,,"1 fish dead (6.4 cm), replaced with new fish (7.4 cm)"
236,15,TRUE,0 days,S,4,11,R,3/10/2022,16.3,1415,BB,9,51,45,NA,NA,,,
237,13,TRUE,0 days,S,5,14,L,3/14/2022,17.7,1130,Acclimation,11,12,193,NA,NA,,,
238,13,TRUE,0 days,S,5,14,L,3/14/2022,17.7,1145,BB,8,24,135,NA,NA,,,
239,15,TRUE,0 days,S,5,14,L,3/14/2022,17.8,1200,Acclimation,5,17,103,NA,NA,,,
240,15,TRUE,0 days,S,5,14,L,3/14/2022,17.8,1215,BB,20,11,193,NA,NA,,,
241,14,TRUE,0 days,S,5,14,R,3/14/2022,17.7,1230,Acclimation,8,48,182,NA,NA,,,"fish jumps out , jackie throws back in"
242,14,TRUE,0 days,S,5,14,R,3/14/2022,17.7,1245,BB,6,20,208,NA,NA,,,
243,11,TRUE,0 days,S,7,28,R,3/17/2022,18.1,1230,Acclimation,7,22,343,NA,NA,,,
244,11,TRUE,0 days,S,7,28,R,3/17/2022,18.1,1245,BB,3,16,267,NA,NA,,,
245,12,TRUE,0 days,S,7,28,L,3/17/2022,18.1,1300,Acclimation,18,15,172,NA,NA,,,
246,12,TRUE,0 days,S,7,28,L,3/17/2022,18.1,1315,BB,55,31,232,NA,NA,,,
247,16,TRUE,0 days,BH,1,1,L,3/17/2022,17.9,1330,Acclimation,160,78,8,NA,NA,,,
248,16,TRUE,0 days,BH,1,1,L,3/17/2022,17.9,1345,BB,79,12,81,NA,NA,,,
249,17,TRUE,0 days,BH,1,1,L,3/17/2022,17.9,1400,Acclimation,44,53,72,NA,NA,,,"""Acclimation"" video recorded after trial. "
250,17,TRUE,0 days,BH,1,1,L,3/17/2022,17.9,1345,BB,Inf,NA,32,NA,NA,,,Freeze response?
251,18,TRUE,0 days,BH,1,1,R,3/17/2022,17.9,1415,Acclimation,NA,NA,49,NA,NA,,,"Trial error: Fish start on left side in video, but should be right"
252,18,TRUE,0 days,BH,1,1,R,3/17/2022,17.9,1430,BB,73,92,195,NA,NA,,,"fish start on left side, start time 8.63 to get better view"
253,14,TRUE,0 days,S,6,21,L,3/21/2022,18.9,1045,Acclimation,12,22,156,NA,NA,,,
254,14,TRUE,0 days,S,6,21,L,3/21/2022,18.9,1100,BB,25,18,162,NA,NA,,,
255,18,TRUE,0 days,BH,2,4,L,3/21/2022,18.8,1115,Acclimation,20,37,17,NA,NA,,,
256,18,TRUE,0 days,BH,2,4,L,3/21/2022,18.8,1130,BB,9,27,16,NA,NA,,,
257,13,TRUE,0 days,S,6,21,R,3/21/2022,18.6,1130,Acclimation,10,41,276,NA,NA,,,"@ 0:00, 4 left, 1 right. Data recorded as if Fish started on left. "
258,13,TRUE,0 days,S,6,21,R,3/21/2022,18.6,1145,BB,50,18,104,NA,NA,,,
259,15,TRUE,0 days,S,6,21,R,3/21/2022,18.5,1200,Acclimation,31,44,219,NA,NA,,,
260,15,TRUE,0 days,S,6,21,R,3/21/2022,18.5,1215,BB,78,89,228,NA,NA,,,
261,16,TRUE,0 days,BH,2,4,R,3/21/2022,18.3,1230,Acclimation,48,29,174,NA,NA,,,
262,16,TRUE,0 days,BH,2,4,R,3/21/2022,18.3,1245,BB,41,10,72,NA,NA,,,
263,17,TRUE,0 days,BH,2,4,R,3/21/2022,18.3,1300,Acclimation,45,52,339,NA,NA,,,"@ 0:00 1 left, 4 right "
264,17,TRUE,0 days,BH,2,4,R,3/21/2022,18.3,1315,BB,115,49,21,NA,NA,,,
265,16,TRUE,0 days,BH,3,7,L,3/24/2022,18.1,945,Acclimation,30,50,73,NA,NA,,,
266,16,TRUE,0 days,BH,3,7,L,3/24/2022,18.1,1000,BB,44,39,106,NA,NA,,,"This is an acclimation video, does it mean 266?"
267,17,TRUE,0 days,BH,3,7,L,3/24/2022,17.9,1015,Acclimation,117,27,53,NA,NA,,,
268,17,TRUE,0 days,BH,3,7,L,3/24/2022,17.9,1030,BB,105,24,144,NA,NA,,,
269,18,TRUE,0 days,BH,3,7,R,3/24/2022,17.7,1030,Acclimation,27,50,112,NA,NA,,,
270,18,TRUE,0 days,BH,3,7,R,3/24/2022,17.7,1045,BB,22,40,73,NA,NA,,,
271,13,TRUE,0 days,S,7,28,L,3/28/2022,17.5,1115,Acclimation,14,15,300,NA,NA,,,
272,13,TRUE,0 days,S,7,28,L,3/28/2022,17.5,1130,BB,5,31,77,NA,NA,,,Still seem deterred by sound in hesitancy to shuttle back towards it
273,15,TRUE,0 days,S,7,28,L,3/28/2022,17.3,1145,Acclimation,13,23,153,NA,NA,,,
274,15,TRUE,0 days,S,7,28,L,3/28/2022,17.3,1200,BB,20,18,171,NA,NA,,,
275,18,TRUE,0 days,BH,4,11,L,3/28/2022,17.3,1215,Acclimation,60,56,273,NA,NA,,,
276,18,TRUE,0 days,BH,4,11,L,3/28/2022,17.3,1230,BB,22,25,55,NA,NA,,,
277,14,TRUE,0 days,S,7,28,R,3/28/2022,17.1,1230,Acclimation,26,13,224,NA,NA,,,
278,14,TRUE,0 days,S,7,28,R,3/28/2022,17.1,1245,BB,6,17,278,NA,NA,,,
279,16,TRUE,0 days,BH,4,11,R,3/28/2022,17.1,1245,Acclimation,25,49,274,NA,NA,,,
280,16,TRUE,0 days,BH,4,11,R,3/28/2022,17.1,1300,BB,39,47,84,NA,NA,,,
281,17,TRUE,0 days,BH,4,11,R,3/28/2022,16.9,1315,Acclimation,85,6,134,NA,NA,,,
282,17,TRUE,0 days,BH,4,11,R,3/28/2022,16.9,1330,BB,116,43,47,NA,NA,,,
283,16,TRUE,0 days,BH,5,14,L,3/31/2022,17.7,1130,Acclimation,43,43,306,NA,NA,,,
284,16,TRUE,0 days,BH,5,14,L,3/31/2022,17.7,1145,BB,85,39,0,NA,NA,,,
285,17,TRUE,0 days,BH,5,14,L,3/31/2022,17.6,1145,Acclimation,32,134,293,NA,NA,,,
286,17,TRUE,0 days,BH,5,14,L,3/31/2022,17.6,1200,BB,5,127,309,NA,NA,,,"2 fish went back very quickly, while three hid behind opposite speaker for awhile"
287,18,TRUE,0 days,BH,5,14,R,3/31/2022,17.4,215,Acclimation,18,20,75,NA,NA,,,
288,18,TRUE,0 days,BH,5,14,R,3/31/2022,17.4,1230,BB,15,24,34,NA,NA,,,
289,18,TRUE,0 days,BH,6,21,L,4/7/2022,17.9,1245,Acclimation,57,25,52,NA,NA,,,
290,18,TRUE,0 days,BH,6,21,L,4/7/2022,17.9,1300,BB,34,54,198,NA,NA,,, one fish left after ~5 seconds but returned to school on sound side
291,16,TRUE,0 days,BH,6,21,R,4/7/2022,17.8,1315,Acclimation,28,50,321,NA,NA,,,
292,16,TRUE,0 days,BH,6,21,R,4/7/2022,17.8,1330,BB,24,126,58,NA,NA,,,"@ 72 seconds they deflected, @ start we had startle and freeze"
293,17,TRUE,0 days,BH,6,21,R,4/7/2022,17.7,1345,Acclimation,35,17,103,NA,NA,,,
294,17,TRUE,0 days,BH,6,21,R,4/7/2022,17.7,1400,BB,60,238,40,NA,NA,,,2:35  deflection
295,16,TRUE,0 days,BH,7,28,L,4/14/2022,17.7,945,Acclimation,25,13,106,NA,NA,,,
296,16,TRUE,0 days,BH,7,28,L,4/14/2022,17.7,1000,BB,43,52,4,NA,NA,,,2 fish returned much earlier than the rest of the school
297,17,TRUE,0 days,BH,7,28,L,4/14/2022,17.8,1015,Acclimation,67,18,88,NA,NA,,,
298,17,TRUE,0 days,BH,7,28,L,4/14/2022,17.8,1030,BB,34,19,132,NA,NA,,,
299,18,TRUE,0 days,BH,7,28,R,4/14/2022,17.6,1045,Acclimation,30,32,97,NA,NA,,,
300,18,TRUE,0 days,BH,7,28,R,4/14/2022,17.6,1100,BB,128,29,146,NA,NA,,,
301,20,TRUE,0 days,BH,1,1,R,4/18/2022,17.9,1430,Acclimation,37,30,71,NA,NA,,,
302,20,TRUE,0 days,BH,1,1,R,4/18/2022,17.9,1445,BB,13,121,117,NA,NA,,,really good avoidance of sound side
303,19,TRUE,0 days,BH,1,1,R,4/18/2022,17.9,1500,Acclimation,100,131,220,NA,NA,,,
304,19,TRUE,0 days,BH,1,1,R,4/18/2022,17.9,1515,BB,58,67,98,NA,NA,,,startle response
305,19,TRUE,0 days,BH,2,4,L,4/21/2022,18.3,1245,Acclimation,94,41,42,NA,NA,,,
306,19,TRUE,0 days,BH,2,4,L,4/21/2022,18.3,1300,BB,104,151,183,NA,NA,,,
307,20,TRUE,0 days,BH,2,4,L,4/21/2022,17.9,1315,Acclimation,7,83,31,NA,NA,,,
308,20,TRUE,0 days,BH,2,4,L,4/21/2022,17.9,1330,BB,153,93,73,NA,NA,,,2 returned around 3:30
309,20,TRUE,0 days,BH,3,7,R,4/25/2022,18.2,1115,Acclimation,34,31,351,NA,NA,,,
310,20,TRUE,0 days,BH,3,7,R,4/25/2022,18.2,1130,BB,35,25,185,NA,NA,,,
311,19,TRUE,0 days,BH,3,7,R,4/25/2022,18.2,1145,Acclimation,53,42,116,NA,NA,,,
312,19,TRUE,0 days,BH,3,7,R,4/25/2022,18.2,1200,BB,81,42,160,NA,NA,,,
313,19,TRUE,0 days,BH,4,11,L,4/28/2022,17.3,1315,Acclimation,55,21,40,NA,NA,,,
314,19,TRUE,0 days,BH,4,11,L,4/28/2022,17.3,1330,BB,Inf,8,87,NA,NA,,,had to loop sound twice
315,20,TRUE,0 days,BH,4,11,L,4/28/2022,17.3,1400,Acclimation,71,37,318,NA,NA,,,
316,20,TRUE,0 days,BH,4,11,L,4/28/2022,17.3,1415,BB,41,64,12,NA,NA,,,
317,19,TRUE,0 days,BH,5,14,R,5/2/2022,17.9,1130,Acclimation,154,106,32,NA,NA,,,
318,19,TRUE,0 days,BH,5,14,R,5/2/2022,17.9,1145,BB,36,96,67,NA,NA,,,
319,20,TRUE,0 days,BH,5,14,R,5/2/2022,18.1,1200,Acclimation,50,46,13,NA,NA,,,
320,20,TRUE,0 days,BH,5,14,R,5/2/2022,18.1,1215,BB,17,131,309,NA,NA,,,
321,19,TRUE,0 days,BH,6,21,L,5/9/2022,20.1,1130,Acclimation,33,45,39,NA,NA,,,
322,19,TRUE,0 days,BH,6,21,L,5/9/2022,20.1,1145,BB,12,31,341,NA,NA,,,
323,20,TRUE,0 days,BH,6,21,L,5/9/2022,20.1,1200,Acclimation,122,46,205,NA,NA,,,Replaced 7.5 cm fish with 7.7 cm
324,20,TRUE,0 days,BH,6,21,L,5/9/2022,20.1,1215,BB,69,33,33,NA,NA,,,Startled but stayed on speaker side
325,19,TRUE,0 days,BH,7,28,R,5/16/2022,20.8,1115,Acclimation,17,80,150,NA,NA,,,
326,19,TRUE,0 days,BH,7,28,R,5/16/2022,20.8,1130,BB,14,33,228,NA,NA,,,
327,20,TRUE,0 days,BH,7,28,R,5/16/2022,20.8,1145,Acclimation,15,100,315,NA,NA,,,
328,20,TRUE,0 days,BH,7,28,R,5/16/2022,20.8,1200,BB,19,93,238,NA,NA,,,
